"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.990531500E0,1.155094063E0,8.896772504E-2,4.536486250E-1,1.244168247E0
2.000467500E0,1.337902875E0,5.321913493E-1,1.984805194E-1,1.453480737E0
2.010402500E0,2.002149789E0,-5.877311271E-1,-1.138123105E0,2.376837365E0
2.020338500E0,2.460489635E0,-3.617379963E-2,-7.007972159E0,7.427448524E0
2.030273500E0,2.350755232E0,1.771137409E0,-8.028900690E0,8.551387266E0
2.040209500E0,4.346299714E-1,2.438395346E0,-4.536693242E0,5.168777481E0
2.050145500E0,4.986946973E-1,3.009052019E0,-2.100444700E0,3.703371220E0
2.060080500E0,9.994294882E-2,2.918744697E0,-1.565580589E0,3.313623663E0
2.070016500E0,2.412382838E-1,2.078985711E0,-1.924779139E0,2.843440211E0
2.079951500E0,3.196614325E-1,5.466094136E-1,-1.762871785E0,1.873147675E0
2.089887500E0,2.527198765E-1,-4.674860609E-1,-1.357498064E0,1.457810532E0
2.099822500E0,1.256405845E-1,-6.734308434E-1,-7.060714629E-1,9.837843097E-1
2.109758500E0,-4.102643314E-1,-7.245588970E-1,3.095746931E-1,8.883349073E-1
2.119693500E0,-6.653476524E-1,-5.951828188E-1,7.612057364E-1,1.173185518E0
2.129629500E0,-5.057502401E-1,-3.655825406E-1,6.821598592E-1,9.245409525E-1
2.139564500E0,-2.766300184E-1,-5.570700824E-2,5.738790733E-1,6.395034234E-1
2.149500500E0,3.156847411E-1,-1.665082365E-1,9.019894400E-1,9.700344316E-1
2.159435500E0,1.304963755E0,-2.434885848E-1,1.857901610E0,2.283421881E0
2.169371500E0,1.769059308E0,-4.580697048E-1,2.788821319E0,3.334205009E0
2.179306500E0,1.400937029E0,-5.646387184E-1,2.887560619E0,3.258749418E0
2.189242500E0,7.624944627E-1,-3.454458994E-1,1.965237486E0,2.136092005E0
2.199177500E0,2.716326955E-1,1.684559441E-1,7.814736477E-1,8.443120207E-1
2.209113500E0,9.864472076E-1,8.843024898E-1,-2.274312535E-1,1.344170362E0
2.219048500E0,1.301084128E0,1.172836854E0,-1.094944633E0,2.065737143E0
2.228984500E0,6.787035701E-1,7.464543808E-1,-3.307217040E0,3.457675119E0
2.238920500E0,1.359257199E0,6.327125877E-1,-4.172321659E0,4.433528322E0
2.248855500E0,4.045152028E0,7.459982979E-1,-2.926856539E0,5.048391585E0
2.258791500E0,4.491013623E0,7.991097271E-2,-2.656558763E0,5.218514500E0
2.268726500E0,2.726860422E0,-6.775326651E-1,-3.957135060E0,4.853219154E0
2.278662500E0,1.969819072E0,-5.253781736E-1,-3.877798576E0,4.381042251E0
2.288597500E0,3.403132135E-1,4.716422617E-2,-3.954739748E0,3.969635251E0
2.298533500E0,-1.824035707E0,8.680542469E-1,-4.515969540E0,4.947181553E0
2.308468500E0,-2.690104532E0,1.003039559E0,-3.270759358E0,4.352081976E0
2.318404583E0,-2.466611670E0,4.474932611E-2,-1.505718842E0,2.890218826E0
2.328339583E0,-1.351451166E0,-7.850910276E-1,1.476307347E0,2.149946873E0
2.338275583E0,-4.470208061E-1,-1.392395709E0,2.729052250E0,3.096178224E0
2.348210583E0,-3.026062739E-1,-1.473640432E0,1.037990633E0,1.827733907E0
2.358146583E0,-1.032156354E-1,-9.238249898E-1,-1.612565013E0,1.861309217E0
2.368081583E0,4.611377388E-1,-1.629695016E-1,-1.921625444E0,1.982889664E0
2.378017583E0,1.013915380E0,-2.254926091E-1,-2.234647948E-1,1.062453683E0
2.387952583E0,2.450586206E0,-8.229020476E-1,1.905518703E0,3.211470390E0
2.397888583E0,3.092511667E0,-2.102938246E0,3.096003039E0,4.855019309E0
2.407823583E0,2.999478958E0,-2.512951439E0,1.800573462E0,4.307419615E0
2.417759583E0,3.182351212E0,-2.309341450E0,3.751438346E-1,3.949829118E0
2.427695583E0,2.643525612E0,-1.330551463E0,-7.358182955E-1,3.049593976E0
2.437630583E0,1.712586899E0,-4.645256156E-1,-1.212711357E0,2.149280524E0
2.447566583E0,-3.112256545E-1,-4.403924024E-1,-4.292895631E-1,6.892723737E-1
2.457501583E0,-1.878250213E0,-7.305435222E-1,-2.570723976E-1,2.031650541E0
2.467437583E0,-1.469552059E0,-5.911406386E-1,-1.357875356E0,2.086349920E0
2.477372583E0,-7.502521473E-1,1.568556529E-1,-1.654159766E0,1.823109024E0
2.487308583E0,-6.062159300E-2,2.349224138E-1,-1.129853534E0,1.155609158E0
